INCIDENT NUMBER,INCIDENT TYPE,INCIDENT DATE,INCIDENT LOCATION,CITY,STATE,ZIP,REPORTING DISTRICT,HANDLING UNIT ID,GEO_LOCATION,HANDLING UNIT NAME,APPROX_LATITUDE,APPROX_LONGITUDE,Zip Codes,2011 Supervisorial District Boundaries (Official)
1000102,ANIMAL SHOOTING INCIDENT,10/5/2012 17:50,3100 MARBELLA LANE,PALMDALE,CA,93550,2608,PLM,"3100 MARBELLA LANE
PALMDALE, CA 93550
(34.570721, -118.073199)",PALMDALE STN,34.570721,-118.073199,27323,5
1000471,HIT SHOOTING INCIDENT,11/15/2013 18:41,2400 EARLE AVENUE,ROSEMEAD,CA,91770,533,TEM,"2400 EARLE AVENUE
ROSEMEAD, CA 91770
(34.055388, -118.08504)",TEMPLE CITY STN,34.055388,-118.08504,10133,1
1000426,HIT SHOOTING INCIDENT,11/10/2012 22:18,1900 EAST 122ND STREET,LOS ANGELES,CA,90222,2137,CEN,"1900 EAST 122ND STREET
LOS ANGELES, CA 90222
(33.921702, -118.23899)",CENTURY STN,33.921702,-118.23899,24677,2
1000045,ANIMAL SHOOTING INCIDENT,1/1/2010 2:57,1300 94TH STREET,LOS ANGELES,CA,90044,371,LNX,"1300 94TH STREET
LOS ANGELES, CA 90044
(33.950917, -118.298684)",LENNOX STATION,33.950917,-118.298684,23675,2
1000094,ANIMAL SHOOTING INCIDENT,7/26/2012 10:08,4900 W. 142ND STREET,HAWTHORNE,CA,90250,2199,CEN,"4900 W. 142ND STREET
HAWTHORNE, CA 90250
(33.902814, -118.364146)",CENTURY STN,33.902814,-118.364146,24687,2
1000321,NON-HIT SHOOTING INCIDENT,10/22/2010 9:02,800 W. 136TH STREET,COMPTON,CA,90222,2812,COM,"800 W. 136TH STREET
COMPTON, CA 90222
(33.907991, -118.239173)",COMPTON STN,33.907991,-118.239173,24677,2
1001442,UNINTENTIONAL DISCHARGE INCIDENT,3/30/2018 11:30,"2500 HARBOR BOULEVARD, #4",VENTURA,CA,93001,,NCF,"2500 HARBOR BOULEVARD, #4
VENTURA, CA 93001
(34.2618, -119.264411)",NORTH CO. CORRECTL FAC,34.2618,-119.264411,1565,
1000189,UNINTENTIONAL DISCHARGE INCIDENT,3/17/2010 11:00,400 BAUCHET STREET,LOS ANGELES,CA,90012,5100,CSC,"400 BAUCHET STREET
LOS ANGELES, CA 90012
(34.058657, -118.233016)",COURT SERVICES CENTRAL,34.058657,-118.233016,22728,1
1000454,HIT SHOOTING INCIDENT,8/28/2013 17:49,2000 PIRU STREET,COMPTON,CA,90220,2137,CEN,"2000 PIRU STREET
COMPTON, CA 90220
(33.908389, -118.236121)",CENTURY STN,33.908389,-118.236121,24677,2
1000328,HIT SHOOTING INCIDENT,11/8/2010 22:17,1600 E. 123RD STREET,LOS ANGELES,CA,90059,2134,CEN,"1600 E. 123RD STREET
LOS ANGELES, CA 90059
(33.920875, -118.245665)",CENTURY STN,33.920875,-118.245665,24354,2
1000064,ANIMAL SHOOTING INCIDENT,10/27/2011 12:55,9500 NORTHSIDE DRIVE,LEONA VALLEY,CA,93551,2653,NARCO,"9500 NORTHSIDE DRIVE
LEONA VALLEY, CA 93551
(34.626253, -118.298765)",NARCOTICS BUREAU,34.626253,-118.298765,27324,5
1000248,UNINTENTIONAL DISCHARGE INCIDENT,6/3/2014 10:30,16100 PIONEER BOULEVARD,NORWALK,CA,90650,455,NWK,"16100 PIONEER BOULEVARD
NORWALK, CA 90650
(33.884979, -118.082419)",NORWALK REGIONAL STN,33.884979,-118.082419,25734,4
1000256,UNINTENTIONAL DISCHARGE INCIDENT,9/7/2014 6:35,29300 THE OLD ROAD,CASTAIC,CA,91384,5610,PDC-SOUTH,"29300 THE OLD ROAD
CASTAIC, CA 91384
(34.445145, -118.610178)",PITCHESS DENTENTION CENTER SOUTH,34.445145,-118.610178,19338,5
1000216,UNINTENTIONAL DISCHARGE INCIDENT,10/8/2012 20:45,100 N. HUDSON AVENUE,CITY OF INDUSTRY,CA,91744,1434,IDT,"100 N. HUDSON AVENUE
CITY OF INDUSTRY, CA 91744
(34.024565, -117.959871)",INDUSTRY STN,34.024565,-117.959871,9324,1
1000210,UNINTENTIONAL DISCHARGE INCIDENT,5/11/2012 10:50,600 N. WHITNALL HIGHWAY,BURBANK,CA,91505,399,SLA,"600 N. WHITNALL HIGHWAY
BURBANK, CA 91505
(34.162008, -118.341583)",SOUTH LOS ANGELES STATION,34.162008,-118.341583,20150,5
1000657,UNINTENTIONAL DISCHARGE INCIDENT,12/7/2015 13:55,8100 READING AVENUE,LOS ANGELES,CA,90045,6871,TBS,"8100 READING AVENUE
LOS ANGELES, CA 90045
(33.96354, -118.382133)",TRANSIT BUREAU SOUTH,33.96354,-118.382133,23676,2
1000204,UNINTENTIONAL DISCHARGE INCIDENT,10/29/2011 20:00,700 N. SAN VICENTE BOULEVARD,WEST HOLLYWOOD,CA,90069,972,WHD,"700 N. SAN VICENTE BOULEVARD
WEST HOLLYWOOD, CA 90069
(34.083072, -118.3838)",WEST HOLLYWOOD STN,34.083072,-118.3838,24034,3
1000306,HIT SHOOTING INCIDENT,6/19/2010 17:31,4200 DEEBOYAR AVENUE,LAKEWOOD,CA,90713,1323,LKD,"4200 DEEBOYAR AVENUE
LAKEWOOD, CA 90713
(33.833954, -118.163506)",LAKEWOOD STN,33.833954,-118.163506,2980,4
1000418,HIT SHOOTING INCIDENT,9/17/2012 19:40,16600 DOWNEY AVE.,PARAMOUNT,CA,90723,1369,LKD,"16600 DOWNEY AVE.
PARAMOUNT, CA 90723
(33.884018, -118.151345)",LAKEWOOD STN,33.884018,-118.151345,3339,4
1000205,UNINTENTIONAL DISCHARGE INCIDENT,11/4/2011 6:45,400 BAUCHET STREET,LOS ANGELES,CA,90012,5100,IRC,"400 BAUCHET STREET
LOS ANGELES, CA 90012
(34.058657, -118.233016)",INMATE RECEPTION CENTER,34.058657,-118.233016,22728,1
1000302,NON-HIT SHOOTING INCIDENT,6/10/2010 21:28,2800 SANTA ROSA AVENUE,ALTADENA,CA,91001,773,ALD,"2800 SANTA ROSA AVENUE
ALTADENA, CA 91001
(34.193135, -118.134092)",ALTADENA STN,34.193135,-118.134092,2443,5
1000463,HIT SHOOTING INCIDENT,10/12/2013 16:06,FOSTER ROAD AND FAIRFORD AVENUE,NORWALK,CA,90650,453,NWK,"FOSTER ROAD AND FAIRFORD AVENUE
NORWALK, CA 90650
(33.909747, -118.09492)",NORWALK REGIONAL STN,33.909747,-118.09492,25734,4
1000118,ANIMAL SHOOTING INCIDENT,3/14/2013 20:15,35700 82ND STREET EAST,LITTLEROCK,CA,93543,1124,OSS,"35700 82ND STREET EAST
LITTLEROCK, CA 93543
(34.530485, -117.98369)",OPERATION SAFE STREETS BUREAU,34.530485,-117.98369,27318,5
1001501,ANIMAL SHOOTING INCIDENT,5/16/2018 9:40,11200 FIGUEROA STREET,LOS ANGELES,CA,90061,399,SLA,"11200 FIGUEROA STREET
LOS ANGELES, CA 90061
(33.931, -118.282606)",SOUTH LOS ANGELES STATION,33.931,-118.282606,23675,2
1000089,ANIMAL SHOOTING INCIDENT,6/25/2012 14:45,10400 VULTEE AVENUE,DOWNEY,CA,90241,3613,NARCO,"10400 VULTEE AVENUE
DOWNEY, CA 90241
(33.943474, -118.118484)",NARCOTICS BUREAU,33.943474,-118.118484,24681,4
1000427,HIT SHOOTING INCIDENT,11/23/2012 11:08,1600 E 118TH PLACE,LOS ANGELES,CA,90059,2131,CEN,"1600 E 118TH PLACE
LOS ANGELES, CA 90059
(33.925162, -118.246416)",CENTURY STN,33.925162,-118.246416,24354,2
1000325,HIT SHOOTING INCIDENT,10/27/2010 9:37,4500 ABBOTT ROAD,LYNWOOD,CA,90262,2113,CEN,"4500 ABBOTT ROAD
LYNWOOD, CA 90262
(33.934969, -118.193581)",CENTURY STN,33.934969,-118.193581,24691,2
1000397,NON-HIT SHOOTING INCIDENT,3/16/2012 8:49,8600 GRAHAM AVENUE,LOS ANGELES,CA,90001,2174,COP,"8600 GRAHAM AVENUE
LOS ANGELES, CA 90001
(33.960158, -118.243073)",COPS BUREAU,33.960158,-118.243073,22350,2
1000054,ANIMAL SHOOTING INCIDENT,12/19/2010 19:30,3500 E. 54TH STREET,MAYWOOD,CA,90272,250,COP,"3500 E. 54TH STREET
MAYWOOD, CA 90272
(33.993873, -118.203432)",COPS BUREAU,33.993873,-118.203432,25065,1
1000386,HIT SHOOTING INCIDENT,2/26/2012 19:34,16900 CEDARWOOD COURT,CERRITOS,CA,90703,1348,LKD,"16900 CEDARWOOD COURT
CERRITOS, CA 90703
(33.877673, -118.067065)",LAKEWOOD STN,33.877673,-118.067065,26324,4
1000280,UNINTENTIONAL DISCHARGE INCIDENT,6/10/2015 4:50,11200 DUNE STREET,NORWALK,CA,90650,451,SEB,"11200 DUNE STREET
NORWALK, CA 90650
(33.921509, -118.094)",SPECIAL ENFORCEMENT BUR,33.921509,-118.094,25734,4
1000170,ANIMAL SHOOTING INCIDENT,8/14/2010 4:00,300 E. 76TH STREET,LOS ANGELES,CA,90003,263,ELA,"300 E. 76TH STREET
LOS ANGELES, CA 90003
(33.971319, -118.269362)",EAST LA STN,33.971319,-118.269362,22352,2
1000034,ANIMAL SHOOTING INCIDENT,8/14/2010 19:38,500 W. CYPRESS STREET,COMPTON,CA,90220,2835,COM,"500 W. CYPRESS STREET
COMPTON, CA 90220
(33.889749, -118.23112)",COMPTON STN,33.889749,-118.23112,24349,2
1000461,HIT SHOOTING INCIDENT,10/6/2013 17:47,28600 CLOVERLEAF PLACE,CASTAIC,CA,91384,675,SCV,"28600 CLOVERLEAF PLACE
CASTAIC, CA 91384
(34.485702, -118.636172)",SANTA CLARITA VALLEY STN,34.485702,-118.636172,19353,5
1000019,ANIMAL SHOOTING INCIDENT,4/3/2010 16:10,1200 S. OLEANDER AVENUE,COMPTON,CA,90220,2836,COM,"1200 S. OLEANDER AVENUE
COMPTON, CA 90220
(33.884883, -118.22799)",COMPTON STN,33.884883,-118.22799,24349,2
1000119,ANIMAL SHOOTING INCIDENT,3/14/2013 20:00,45000 LORIMER AVENUE,LANCASTER,CA,93534,1125,LCS,"45000 LORIMER AVENUE
LANCASTER, CA 93534
(34.700359, -118.160316)",LANCASTER STN,34.700359,-118.160316,26965,5
1000359,HIT SHOOTING INCIDENT,4/8/2011 18:04,100 EAST AVENUE R-4,PALMDALE,CA,93550,2611,PLM,"100 EAST AVENUE R-4
PALMDALE, CA 93550
(34.572503, -118.129322)",PALMDALE STN,34.572503,-118.129322,27323,5
1000114,ANIMAL SHOOTING INCIDENT,2/26/2013 23:30,3500 55TH STREET,MAYWOOD,CA,90270,250,ELA,"3500 55TH STREET
MAYWOOD, CA 90270
(33.992913, -118.203401)",EAST LA STN,33.992913,-118.203401,25065,1
1000473,HIT SHOOTING INCIDENT,12/29/2013 1:20,2500 EL TORO ROAD,MONROVIA,CA,91010,583,TEM,"2500 EL TORO ROAD
MONROVIA, CA 91010
(34.119987, -117.992453)",TEMPLE CITY STN,34.119987,-117.992453,2451,5
1000476,HIT SHOOTING INCIDENT,2/4/2014 5:50,4800 IVY STREET,PICO RIVERA,CA,90660,1510,PRV,"4800 IVY STREET
PICO RIVERA, CA 90660
(34.007462, -118.095392)",PICO RIVERA STN,34.007462,-118.095392,25735,1
1000199,UNINTENTIONAL DISCHARGE INCIDENT,2/24/2011 0:05,500 W. LANCASTER BOULEVARD,LANCASTER,CA,93534,1101,LCS,"500 W. LANCASTER BOULEVARD
LANCASTER, CA 93534
(34.698335, -118.136932)",LANCASTER STN,34.698335,-118.136932,26965,5
1000402,HIT SHOOTING INCIDENT,5/23/2012 10:48,1000 W STOCKWELL STREET,COMPTON,CA,90222,2812,TST,"1000 W STOCKWELL STREET
COMPTON, CA 90222
(33.909089, -118.243098)",TRANSPORTATION BUREAU,33.909089,-118.243098,24677,2
1000264,UNINTENTIONAL DISCHARGE INCIDENT,11/12/2014 8:50,43700 SIERRA HIGHWAY,LANCASTER,CA,93534,1123,OSS,"43700 SIERRA HIGHWAY
LANCASTER, CA 93534
(34.67705, -118.133203)",OPERATION SAFE STREETS BUREAU,34.67705,-118.133203,26965,5
1000337,HIT SHOOTING INCIDENT,1/10/2011 20:20,5400 N. PECK ROAD,ARCADIA,CA,91006,8339,PKB,"5400 N. PECK ROAD
ARCADIA, CA 91006
(34.100974, -118.009518)",PARKS BUREAU,34.100974,-118.009518,2445,5
1000415,NON-HIT SHOOTING INCIDENT,9/2/2012 8:55,1600 DURFEE AVENUE,SOUTH EL MONTE,CA,91733,562,TEM,"1600 DURFEE AVENUE
SOUTH EL MONTE, CA 91733
(34.040611, -118.03605)",TEMPLE CITY STN,34.040611,-118.03605,9314,1
1000679,HIT SHOOTING INCIDENT,1/14/2016 19:45,NATHAN HILL DRIVE AND SHANGRI-LA DRIVE,CANYON COUNTRY,CA,91351,612,SCV,"NATHAN HILL DRIVE AND SHANGRI-LA DRIVE
CANYON COUNTRY, CA 91351
(34.419699, -118.46001)",SANTA CLARITA VALLEY STN,34.419699,-118.46001,19334,5
1000028,ANIMAL SHOOTING INCIDENT,6/9/2010 17:22,3600 CANTER LANE,ACTON,CA,93510,2608,OSS,"3600 CANTER LANE
ACTON, CA 93510
(34.504769, -118.196246)",OPERATION SAFE STREETS BUREAU,34.504769,-118.196246,7511,5
1000197,UNINTENTIONAL DISCHARGE INCIDENT,1/7/2011 20:25,1300 W. IMPERIAL HIGHWAY,LOS ANGELES,CA,90044,378,OSS,"1300 W. IMPERIAL HIGHWAY
LOS ANGELES, CA 90044
(33.930905, -118.297864)",OPERATION SAFE STREETS BUREAU,33.930905,-118.297864,23675,2
1000346,HIT SHOOTING INCIDENT,3/12/2011 2:52,700 E. EL SEGUNDO BLVD.,LOS ANGELES,CA,90059,2142,CEN,"700 E. EL SEGUNDO BLVD.
LOS ANGELES, CA 90059
(33.916347, -118.262711)",CENTURY STN,33.916347,-118.262711,24354,2
1000082,ANIMAL SHOOTING INCIDENT,5/4/2012 15:55,9800 KALE STREET,SOUTH EL MONTE,CA,91733,560,TEM,"9800 KALE STREET
SOUTH EL MONTE, CA 91733
(34.056389, -118.055689)",TEMPLE CITY STN,34.056389,-118.055689,9314,1
1000005,ANIMAL SHOOTING INCIDENT,4/24/2010 16:05,14700 MYSTIC STREET,WHITTIER,CA,90604,493,NWK,"14700 MYSTIC STREET
WHITTIER, CA 90604
(33.931615, -118.01951)",NORWALK REGIONAL STN,33.931615,-118.01951,25724,4
1000007,ANIMAL SHOOTING INCIDENT,2/28/2012 8:45,1400 ARLINGTON AVENUE,LOS ANGELES,CA,90019,5199,IRC,"1400 ARLINGTON AVENUE
LOS ANGELES, CA 90019
(34.046164, -118.317725)",INMATE RECEPTION CENTER,34.046164,-118.317725,23080,2
1000009,ANIMAL SHOOTING INCIDENT,3/9/2011 6:40,14300 S. CAHITA AVENUE,COMPTON,CA,90220,2872,COM,"14300 S. CAHITA AVENUE
COMPTON, CA 90220
(33.90236, -118.259356)",COMPTON STN,33.90236,-118.259356,24349,2
1000129,ANIMAL SHOOTING INCIDENT,6/5/2013 5:45,1300 E. 91ST STREET,LOS ANGELES,CA,90002,2100,CEN,"1300 E. 91ST STREET
LOS ANGELES, CA 90002
(33.954309, -118.251601)",CENTURY STN,33.954309,-118.251601,22351,2
1000258,UNINTENTIONAL DISCHARGE INCIDENT,9/28/2014 23:40,1000 UNIVERSAL CITY DRIVE,UNIVERSAL CITY,CA,91608,980,WHD,"1000 UNIVERSAL CITY DRIVE
UNIVERSAL CITY, CA 91608
(34.136258, -118.351977)",WEST HOLLYWOOD STN,34.136258,-118.351977,8891,3
1000104,ANIMAL SHOOTING INCIDENT,10/25/2012 5:00,8000 MORTON AVENUE,LOS ANGELES,CA,90001,2175,OSS,"8000 MORTON AVENUE
LOS ANGELES, CA 90001
(33.96628, -118.237966)",OPERATION SAFE STREETS BUREAU,33.96628,-118.237966,22350,2
1000018,ANIMAL SHOOTING INCIDENT,3/22/2010 18:30,YUCCA TERRACE AND CAUGHLIN ROAD,PHELAN,CA,92371,2699,PLM,"YUCCA TERRACE AND CAUGHLIN ROAD
PHELAN, CA 92371
(34.433817, -117.486269)",PALMDALE STN,34.433817,-117.486269,11460,
1000262,UNINTENTIONAL DISCHARGE INCIDENT,10/28/2014 9:00,6300 ALBANY STREET,HUNTINGTON PARK,CA,90255,2405,COP,"6300 ALBANY STREET
HUNTINGTON PARK, CA 90255
(33.983552, -118.232567)",COPS BUREAU,33.983552,-118.232567,24689,1
1000350,NON-HIT SHOOTING INCIDENT,4/11/2011 23:20,1100 DOHENY DRIVE,WEST HOLLYWOOD,CA,90069,978,WHD,"1100 DOHENY DRIVE
WEST HOLLYWOOD, CA 90069
(34.090586, -118.38975)",WEST HOLLYWOOD STN,34.090586,-118.38975,24034,3
1000352,HIT SHOOTING INCIDENT,5/24/2011 6:44,2000 EAST 76TH STREET,LOS ANGELES,CA,90001,2173,CEN,"2000 EAST 76TH STREET
LOS ANGELES, CA 90001
(33.971921, -118.236815)",CENTURY STN,33.971921,-118.236815,22350,2
1000209,UNINTENTIONAL DISCHARGE INCIDENT,5/3/2012 16:11,14400 DOWNEY AVENUE,PARAMOUNT,CA,90723,1365,LKD,"14400 DOWNEY AVENUE
PARAMOUNT, CA 90723
(33.902299, -118.151397)",LAKEWOOD STN,33.902299,-118.151397,3339,4
1000342,HIT SHOOTING INCIDENT,2/26/2011 3:53,4500 EAST THIRD STREET,LOS ANGELES,CA,90063,283,ELA,"4500 EAST THIRD STREET
LOS ANGELES, CA 90063
(34.03324, -118.169147)",EAST LA STN,34.03324,-118.169147,23440,1
1000408,HIT SHOOTING INCIDENT,7/1/2012 0:00,500 SOUTH LONG BEACH BLVD,COMPTON,CA,90220,2846,COM,"500 SOUTH LONG BEACH BLVD
COMPTON, CA 90220
(33.891935, -118.207681)",COMPTON STN,33.891935,-118.207681,24350,2
1000529,NON-HIT SHOOTING INCIDENT,6/27/2015 22:20,800 TAJAUTA AVENUE,COMPTON,CA,90220,2811,COM,"800 TAJAUTA AVENUE
COMPTON, CA 90220
(33.901577, -118.246729)",COMPTON STN,33.901577,-118.246729,24349,2
1000366,HIT SHOOTING INCIDENT,11/29/2011 3:36,11700 ELMCROFT AVENUE,NORWALK,CA,90650,451,NWK,"11700 ELMCROFT AVENUE
NORWALK, CA 90650
(33.925936, -118.095671)",NORWALK REGIONAL STN,33.925936,-118.095671,25734,4
1000096,ANIMAL SHOOTING INCIDENT,8/15/2012 19:20,2100 KNOPF STREET,COMPTON,CA,90222,2137,CEN,"2100 KNOPF STREET
COMPTON, CA 90222
(33.912364, -118.234115)",CENTURY STN,33.912364,-118.234115,24677,2
1000441,HIT SHOOTING INCIDENT,5/18/2013 21:12,6100 MIRAMONTE BLVD,LOS ANGELES,CA,90001,2171,CEN,"6100 MIRAMONTE BLVD
LOS ANGELES, CA 90001
(33.984765, -118.245342)",CENTURY STN,33.984765,-118.245342,22350,2
1000050,ANIMAL SHOOTING INCIDENT,10/30/2010 22:22,1900 E. 71ST STREET,LOS ANGELES,CA,90001,2171,CEN,"1900 E. 71ST STREET
LOS ANGELES, CA 90001
(33.975504, -118.238793)",CENTURY STN,33.975504,-118.238793,22350,2
1000073,ANIMAL SHOOTING INCIDENT,1/24/2011 11:30,2600 PUNTA DEL ESTA DRIVE,HACIENDA HEIGHTS,CA,91745,1471,IDT,"2600 PUNTA DEL ESTA DRIVE
HACIENDA HEIGHTS, CA 91745
(33.984889, -117.953797)",INDUSTRY STN,33.984889,-117.953797,9325,4
1000504,HIT SHOOTING INCIDENT,11/16/2014 2:39,5300 EAST VERONA STREET,EAST LOS ANGELES,CA,90022,286,ELA,"5300 EAST VERONA STREET
EAST LOS ANGELES, CA 90022
(34.018034, -118.156987)",EAST LA STN,34.018034,-118.156987,23440,1
1000127,ANIMAL SHOOTING INCIDENT,5/13/2013 9:00,3200 WINTER STREET,LOS ANGELES,CA,90063,3602,COP,"3200 WINTER STREET
LOS ANGELES, CA 90063
(34.045579, -118.193652)",COPS BUREAU,34.045579,-118.193652,24028,1
1000263,UNINTENTIONAL DISCHARGE INCIDENT,10/30/2014 16:04,100 N. HUDSON AVENUE,CITY OF INDUSTRY,CA,91744,2405,COP,"100 N. HUDSON AVENUE
CITY OF INDUSTRY, CA 91744
(34.024565, -117.959871)",COPS BUREAU,34.024565,-117.959871,9324,1
1000447,HIT SHOOTING INCIDENT,6/22/2013 21:44,15600 LOUKELTON STREET,LA PUENTE,CA,91744,1432,IDT,"15600 LOUKELTON STREET
LA PUENTE, CA 91744
(34.034448, -117.94669)",INDUSTRY STN,34.034448,-117.94669,9324,1
1000014,ANIMAL SHOOTING INCIDENT,1/26/2011 6:15,100 SANTA BELLA ROAD,ROLLING HILLS ESTATE,CA,90274,384,LMT,"100 SANTA BELLA ROAD
ROLLING HILLS ESTATE, CA 90274
(33.782692, -118.358133)",LOMITA STN,33.782692,-118.358133,25067,4
1000031,ANIMAL SHOOTING INCIDENT,7/17/2010 15:40,17200 TWYLA JANE LANE,RIVERSIDE,CA,92504,399,MCB,"17200 TWYLA JANE LANE
RIVERSIDE, CA 92504
(33.843461, -117.360648)",MAJOR CRIMES BUREAU,33.843461,-117.360648,12170,
1000066,ANIMAL SHOOTING INCIDENT,11/21/2011 16:26,200 W. 228TH STREET,CARSON,CA,90745,1623,CSN,"200 W. 228TH STREET
CARSON, CA 90745
(33.818901, -118.278926)",CARSON STN,33.818901,-118.278926,3354,2
1000455,HIT SHOOTING INCIDENT,2/1/2013 8:00,300 N LEMON AVENUE,WALNUT,CA,91789,2914,WAL,"300 N LEMON AVENUE
WALNUT, CA 91789
(34.018718, -117.865087)",WALNUT/SAN DIMAS STN,34.018718,-117.865087,10145,1
1000059,ANIMAL SHOOTING INCIDENT,6/14/2011 17:45,9800 GIOVANE STREET,EL MONTE,CA,91733,560,TEM,"9800 GIOVANE STREET
EL MONTE, CA 91733
(34.061384, -118.055463)",TEMPLE CITY STN,34.061384,-118.055463,9314,1
1000490,HIT SHOOTING INCIDENT,6/25/2014 17:05,BEAR VALLEY ROAD AND  CENTRAL ROAD,APPLE VALLEY,CA,92308,3199,MCB,"BEAR VALLEY ROAD AND CENTRAL ROAD
APPLE VALLEY, CA 92308
(34.471554, -117.172646)",MAJOR CRIMES BUREAU,34.471554,-117.172646,18833,
1000091,ANIMAL SHOOTING INCIDENT,7/5/2012 13:30,4900 SUNBURST DRIVE,PALMDALE,CA,93552,2611,OSS,"4900 SUNBURST DRIVE
PALMDALE, CA 93552
(34.55272, -118.042624)",OPERATION SAFE STREETS BUREAU,34.55272,-118.042624,27325,5
1000403,NON-HIT SHOOTING INCIDENT,5/25/2012 4:50,1200 RONAN AVENUE,WILMINGTON,CA,90744,3199,SEB,"1200 RONAN AVENUE
WILMINGTON, CA 90744
(33.786534, -118.272592)",SPECIAL ENFORCEMENT BUR,33.786534,-118.272592,3350,4
1000198,UNINTENTIONAL DISCHARGE INCIDENT,1/12/2011 15:25,2000 E. IMPERIAL HIGHWAY,LOS ANGELES,CA,90059,6014,TSB,"2000 E. IMPERIAL HIGHWAY
LOS ANGELES, CA 90059
(33.929132, -118.236345)",TRANSIT SERVICES BUREAU,33.929132,-118.236345,24354,2
1000105,ANIMAL SHOOTING INCIDENT,10/31/2012 18:25,4000 165TH STREET,LAWNDALE,CA,90260,334,SLA,"4000 165TH STREET
LAWNDALE, CA 90260
(33.881003, -118.343988)",SOUTH LOS ANGELES STATION,33.881003,-118.343988,24690,2
1000305,HIT SHOOTING INCIDENT,6/15/2010 10:41,100 SANDALWOOD AVENUE,EAST VALINDA,CA,91744,1442,IDT,"100 SANDALWOOD AVENUE
EAST VALINDA, CA 91744
(34.017734, -117.916877)",INDUSTRY STN,34.017734,-117.916877,9324,1
1000297,HIT SHOOTING INCIDENT,5/6/2010 4:00,21900 DEVLIN AVENUE,HAWAIIAN GARDENS,CA,90716,1351,LKD,"21900 DEVLIN AVENUE
HAWAIIAN GARDENS, CA 90716
(33.829523, -118.077365)",LAKEWOOD STN,33.829523,-118.077365,3334,4
1000115,ANIMAL SHOOTING INCIDENT,3/6/2013 8:40,3400 LIVE OAK STREET,HUNTINGTON PARK,CA,90255,5199,IRC,"3400 LIVE OAK STREET
HUNTINGTON PARK, CA 90255
(33.969703, -118.206282)",INMATE RECEPTION CENTER,33.969703,-118.206282,24689,1
1000156,ANIMAL SHOOTING INCIDENT,1/23/2015 11:47,5400 N. PECK ROAD,ARCADIA,CA,91006,8339,PKB,"5400 N. PECK ROAD
ARCADIA, CA 91006
(34.100974, -118.009518)",PARKS BUREAU,34.100974,-118.009518,2445,5
1000229,UNINTENTIONAL DISCHARGE INCIDENT,6/11/2013 3:05,16600 KNOTT AVENUE,LA MIRADA,CA,90638,466,NWK,"16600 KNOTT AVENUE
LA MIRADA, CA 90638
(33.880088, -118.011446)",NORWALK REGIONAL STN,33.880088,-118.011446,25732,4
1000697,HIT SHOOTING INCIDENT,3/16/2016 4:27,6400 HOLMES AVENUE,LOS ANGELES,CA,90001,2171,CEN,"6400 HOLMES AVENUE
LOS ANGELES, CA 90001
(33.981125, -118.241486)",CENTURY STN,33.981125,-118.241486,22350,2
1000330,NON-HIT SHOOTING INCIDENT,11/17/2010 9:10,1100 OAKS STREET,COMPTON,CA,90221,2823,COM,"1100 OAKS STREET
COMPTON, CA 90221
(33.909204, -118.211543)",COMPTON STN,33.909204,-118.211543,24350,2
1000422,HIT SHOOTING INCIDENT,10/20/2012 15:00,11900 162ND STREET,NORWALK,CA,90650,458,NWK,"11900 162ND STREET
NORWALK, CA 90650
(33.884327, -118.07976)",NORWALK REGIONAL STN,33.884327,-118.07976,25734,4
1000681,UNINTENTIONAL DISCHARGE INCIDENT,2/10/2016 3:47,1100 N. ALAMEDA STREET,WILMINGTON,CA,90744,1699,CSN,"1100 N. ALAMEDA STREET
WILMINGTON, CA 90744
(33.78658, -118.242582)",CARSON STN,33.78658,-118.242582,3350,4
1000499,HIT SHOOTING INCIDENT,10/4/2014 18:51,1100 E. 57TH STREET,LOS ANGELES,CA,90011,2172,CEN,"1100 E. 57TH STREET
LOS ANGELES, CA 90011
(33.991116, -118.256328)",CENTURY STN,33.991116,-118.256328,22727,2
1000183,ANIMAL SHOOTING INCIDENT,10/27/2014 12:46,36400 COLCORD AVENUE,LITTLEROCK,CA,93543,2663,PLM,"36400 COLCORD AVENUE
LITTLEROCK, CA 93543
(34.542934, -117.970212)",PALMDALE STN,34.542934,-117.970212,27318,5
1000025,ANIMAL SHOOTING INCIDENT,5/27/2010 20:15,1400 E. 120TH STREET,LOS ANGELES,CA,90059,5460,TTCF,"1400 E. 120TH STREET
LOS ANGELES, CA 90059
(33.92356, -118.250759)",TWIN TOWERS CORRECTIONAL FACILITY,33.92356,-118.250759,24354,2
1000143,ANIMAL SHOOTING INCIDENT,1/16/2014 8:20,9500 BANTA ROAD,PICO RIVERA,CA,90660,1511,OSS,"9500 BANTA ROAD
PICO RIVERA, CA 90660
(34.013747, -118.071077)",OPERATION SAFE STREETS BUREAU,34.013747,-118.071077,25735,1
1000226,UNINTENTIONAL DISCHARGE INCIDENT,4/12/2013 21:30,18100 S. BLOOMFIELD AVENUE,CERRITOS,CA,90703,2316,CER,"18100 S. BLOOMFIELD AVENUE
CERRITOS, CA 90703
(33.865364, -118.063662)",CERRITOS STN,33.865364,-118.063662,26324,4
1000289,HIT SHOOTING INCIDENT,1/14/2010 15:41,500 WEST GARDENA BOULEVARD,LOS ANGELES,CA,90248,1699,CSN,"500 WEST GARDENA BOULEVARD
LOS ANGELES, CA 90248
(33.881832, -118.282796)",CARSON STN,33.881832,-118.282796,24685,2
